Mã khách hàng,Tài khoản,Trạng thái xác minh,Pause date,Mã đơn vị tiền tệ,Spend (last 7 days),Spend(last 7 days) (Converted currency),Hồ sơ thanh toán,Người quản lý trực tiếp,Mã khách hàng của người quản lý trực tiếp,Ad disclosure name,Ad disclosure country,Verification type
481-575-4793,DAT19,Chưa bắt đầu,Không có,USD,"0,58","US$0,58", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
959-860-1993,Xi-59,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
311-250-1846,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
756-838-6333,Account_6_09:05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 1,971-980-0129, --, --, --
311-577-9644,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
417-820-8907,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
108-364-8944,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
191-728-7721,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
578-490-2995,Xuân tóc đỏ - 46,Chưa bắt đầu,Không có,USD,"0,48","US$0,48", --,MCC_US_USD 7,113-723-7064, --, --, --
340-193-7268,Thắng XTD VIP23,Chưa bắt đầu,Không có,USD,"225,46","US$225,46", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
355-117-0699,US_USD 2$,Chưa bắt đầu,Không có,USD,"0,86","US$0,86", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
648-752-1588,suan_thach_02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
541-128-4152,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
877-079-2513,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
393-893-5331,Account_57_19:37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 4 Phúc 60% XTĐ,407-989-0100, --, --, --
275-402-7450,X_92,Chưa bắt đầu,Không có,USD,"0,54","US$0,54", --,MCC_US_USD 2,105-562-7839, --, --, --
813-933-9776,XN-85,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
310-348-0809,Account_30_10:35,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
582-639-5605,Dior-01,Chưa bắt đầu,Không có,USD,"0,73","US$0,73", --,MCC_US_USD 8,114-464-3790, --, --, --
318-532-9293,Account_36_14:00,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
651-252-0235,xuân_thach_1311_05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
878-808-5591,Account_87_11:39,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,DOGS,238-859-3642, --, --, --
495-495-1505,A 15,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
781-601-8013,Account_2_22:37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
757-997-4950,US_USD thien,Chưa bắt đầu,Không có,USD,"66,45","US$66,45", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
354-269-7219,Account_1_14:18,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
350-621-0203,Account_3_10:56,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 3,227-345-1768, --, --, --
541-429-2425,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
380-873-2229,Account_50_14:37,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 9,588-173-4213, --, --, --
879-141-3513,Xuân tóc đỏ - T11 - 61,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
903-048-6598,Account_26_14:25,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,OK 1,234-307-8968, --, --, --
184-990-8452,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
828-135-9403,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
118-961-7523,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 41tk,106-086-7019, --, --, --
981-685-3592,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
113-131-2249,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
968-687-7460,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
274-927-5305,X_90,Chưa bắt đầu,Không có,USD,"0,49","US$0,49", --,MCC_US_USD 2,105-562-7839, --, --, --
957-712-7029,Kính Vạn Bông 1,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
258-746-4054,Account_42_09:29,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
394-087-8746,US_USD 95,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
165-380-7049,US_USD Van 79,Chưa bắt đầu,Không có,USD,"2,58","US$2,58", --,MCC_US_USD 1,105-318-6986, --, --, --
253-362-9111,US_USD 17,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
121-065-2742,Kính Vạn Bông 1,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
813-065-1625,Xuan Hung 06,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
810-019-3449,XN-76,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
420-599-0748,Account_MCC OK1 - 13/11 DA24,Chưa bắt đầu,Không có,USD,"2,85","US$2,85", --,OK 1,234-307-8968, --, --, --
822-957-0952,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
877-353-7882,11/12 광고 생성 완료,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
379-614-0229,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,111-997-4247, --, --, --
101-999-5735,Account_22_11:28,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 767 LUKE,286-845-2545, --, --, --
260-720-8393,suân02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
307-827-0325,suân08,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
939-303-9803,Xi-31,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
426-315-5509,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
851-414-5474,Xuân tóc đỏ - T11 - 27,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
453-438-6196,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
857-450-8591,11/12 광고 생성 완료,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
654-260-3913,US_USD XTD 60 T11 05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
420-190-8162,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
484-161-7807,Account_2_11:32,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
532-661-2748,CKLT_44,Chưa bắt đầu,Không có,USD,"0,54","US$0,54", --,MCC_US_USD 6,112-880-6144, --, --, --
296-977-4835,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
625-978-3666,Dior-48,Chưa bắt đầu,Không có,USD,"3,41","US$3,41", --,MCC_US_USD 8,114-464-3790, --, --, --
820-039-6092,XN-92,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
579-926-7237,Account_66_09:44,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
495-755-8801,A 16,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 6,149-874-4321, --, --, --
201-405-8417,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
567-405-0819,Xuân tóc đỏ - 38,Chưa bắt đầu,Không có,USD,"0,02","US$0,02", --,MCC_US_USD 7,113-723-7064, --, --, --
896-219-0947,US_USD,Chưa bắt đầu,Không có,USD,"0,13","US$0,13", --,RAP 4,392-774-7756, --, --, --
976-607-7041,Xi-78,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
809-275-3623,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
308-059-3911,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
525-312-6145,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
545-651-8898,Xuân tóc đỏ - 13,Chưa bắt đầu,Không có,USD,"524,29","US$524,29", --,MCC_US_USD 7,113-723-7064, --, --, --
975-433-5223,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
510-050-9943,CKLT_17,Chưa bắt đầu,Không có,USD,"0,54","US$0,54", --,MCC_US_USD 6,112-880-6144, --, --, --
144-094-4997,US_USD Van 48,Chưa bắt đầu,Không có,USD,"0,40","US$0,40", --,MCC_US_USD 1,105-318-6986, --, --, --
146-511-5211,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD LUKE,169-032-1492, --, --, --
480-079-0974,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
295-084-7588,GAO Ồ 523,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 50TK LUKE,135-972-2564, --, --, --
709-798-5448,US_USD,Chưa bắt đầu,Không có,USD,"0,52","US$0,52", --,MCC_US_USD 10,117-344-8882, --, --, --
459-811-9790,US_USD-HUNG,Chưa bắt đầu,Không có,USD,"6,24","US$6,24", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
282-088-4693,Account_15_10:26,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
570-426-1219,Account_7_11:12,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 2,912-637-8737, --, --, --
403-172-0845,US_USD K,Chưa bắt đầu,Không có,USD,"0,02","US$0,02", --,MCC_US_USD 7,151-719-9666, --, --, --
487-024-3219,Account_2_21:19,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
253-215-3821,CORE I9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 48 TK 335,833-832-2725, --, --, --
311-094-5223,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3 Sáng 60% XTĐ,110-599-1119, --, --, --
493-743-3348,DAT04,Chưa bắt đầu,Không có,USD,"35,39","US$35,39", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
140-436-7193,US_USD Van 43 d,Chưa bắt đầu,Không có,USD,"0,47","US$0,47", --,MCC_US_USD 1,105-318-6986, --, --, --
904-534-4501,Xuân tóc đỏ - T11 - 99,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
496-250-0086,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
973-710-7397,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
663-734-7027,US_USD-04,Chưa bắt đầu,Không có,USD,"1,01","US$1,01", --,MCC_US_USD 8,445-996-7135, --, --, --
125-662-8915,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 41tk,106-086-7019, --, --, --
680-898-1264,Account_5_09:14,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,DOGS 1,952-559-9586, --, --, --
673-418-1084,US_USD-13,Chưa bắt đầu,Không có,USD,"1,00","US$1,00", --,MCC_US_USD 8,445-996-7135, --, --, --
358-059-1439,Account_40_13:30,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,CAFE 4,601-118-1698, --, --, --
350-921-5642,US_USD 38,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
891-364-5303,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
992-868-4568,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
887-804-8190,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
733-824-8227,US_USD-84,Chưa bắt đầu,Không có,USD,"0,99","US$0,99", --,MCC_US_USD 8,445-996-7135, --, --, --
179-218-1001,US_USD Van 93,Chưa bắt đầu,Không có,USD,"1,43","US$1,43", --,MCC_US_USD 1,105-318-6986, --, --, --
619-258-1243,Dinh 8,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
208-347-7562,X_27,Chưa bắt đầu,Không có,USD,"0,61","US$0,61", --,MCC_US_USD 2,105-562-7839, --, --, --
948-699-7039,US_USD K20,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_U,231-275-4200, --, --, --
482-440-9844,DAT16,Chưa bắt đầu,Không có,USD,"3,40","US$3,40", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
546-821-7213,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
295-437-6939,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
680-437-3813,Xuan_Long 17,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
159-044-9844,US_USD Van 68 d,Chưa bắt đầu,Không có,USD,"2,33","US$2,33", --,MCC_US_USD 1,105-318-6986, --, --, --
616-238-4080,Dior-33,Chưa bắt đầu,Không có,USD,"1,08","US$1,08", --,MCC_US_USD 8,114-464-3790, --, --, --
889-638-2486,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
652-210-8692,Tu 27 (-5) 2$ ok,Chưa bắt đầu,Không có,USD,"0,77","US$0,77", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
154-857-8954,Account_11_10:06,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 8386 Nga 60% XTĐ,879-624-9825, --, --, --
901-810-6435,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
884-419-3058,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
126-089-9698,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
252-090-8493,P42,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
307-455-9393,Account_35_11:58,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
430-922-5309,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
465-517-3900,Xuân - T11 - 84,Chưa bắt đầu,Không có,USD,"0,09","US$0,09", --,CATS 3,672-444-7933, --, --, --
246-173-9795,MY 29,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
867-009-5266,Account_68_09:45,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
262-726-9537,X_76,Chưa bắt đầu,Không có,USD,"0,55","US$0,55", --,MCC_US_USD 2,105-562-7839, --, --, --
761-435-8729,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
521-617-1952,CKLT_28,Chưa bắt đầu,Không có,USD,"0,60","US$0,60", --,MCC_US_USD 6,112-880-6144, --, --, --
636-390-1509,Quan 11 (-5) 2$,Chưa bắt đầu,Không có,USD,"0,33","US$0,33", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
505-933-4143,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
635-328-8858,Quan 10 (-5) 2$,Chưa bắt đầu,Không có,USD,"0,37","US$0,37", --,MCC_US_USD 9 Chính 60% XTĐ,116-190-6607, --, --, --
984-706-1158,Xi-82,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
760-029-3325,US_USD thien,Chưa bắt đầu,Không có,USD,"2,45","US$2,45", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
155-796-4086,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
426-991-2539,US_USD,Chưa bắt đầu,Không có,USD,"0,58","US$0,58", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
810-947-1717,XN-77,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
164-765-0539,US_USD Van 78,Chưa bắt đầu,Không có,USD,"2,55","US$2,55", --,MCC_US_USD 1,105-318-6986, --, --, --
103-070-4847,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
162-445-5343,Account_26_11:30,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 767 LUKE,286-845-2545, --, --, --
154-362-7266,US_USD Van 61,Chưa bắt đầu,Không có,USD,"1,97","US$1,97", --,MCC_US_USD 1,105-318-6986, --, --, --
435-170-1444,Account_39_14:02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
418-345-6599,US_USD,Chưa bắt đầu,Không có,USD,"0,46","US$0,46", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
885-080-8233,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
900-821-3462,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 4,392-774-7756, --, --, --
291-146-7670,US_USD 20,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,394-514-8586, --, --, --
577-855-7345,US_USD XTD 60 T11 49,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
885-045-4541,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
394-990-1674,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,EN,400-363-4488, --, --, --
136-340-6064,CKTHU_10,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MAICO 2,363-948-0209, --, --, --
558-044-9166,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
957-397-5948,Account_15/11 DA12,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
785-244-1668,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
609-877-8156,Meo 29,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
424-788-3392,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
188-244-3386,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
693-046-5949,Account_31_13:57,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
793-853-3513,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,420-035-4378, --, --, --
469-419-5396,Quan 37 (-5),Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,XTD Chinh 60%,571-049-5280, --, --, --
952-783-1441,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
269-712-0868,MY 8,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
756-546-1284,US_USD,Chưa bắt đầu,Không có,USD,"15,40","US$15,40", --,RAP Phúc 60% XTĐ,571-560-5907, --, --, --
318-854-4678,US_USD 05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 8,156-309-0729, --, --, --
857-473-4613,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 3,685-606-0190, --, --, --
989-731-0005,Account_15/11 DA4,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
444-871-0456,Account_40_14:02,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
594-500-4417,Meo 9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 5,149-505-5143, --, --, --
813-582-2196, --,Chưa bắt đầu,Không có,EUR,"0,00","US$0,00", --,DIE 121,694-330-5790, --, --, --
125-238-4611,Xuân_Lanh 07,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,Tôi Yêu GG 7,948-882-5078, --, --, --
416-192-2999,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 7,151-719-9666, --, --, --
991-922-9454,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,RAP 5,675-416-9472, --, --, --
928-059-9795,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCMRBEO3,414-443-8890, --, --, --
595-110-3239,US_USD XTD 60 T11 40,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD XTD 55% T11 01,472-472-2611, --, --, --
567-631-2935,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
694-908-9633,XuanHai-05,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
891-591-2144,Account_58_12:10,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,FREE,355-294-3884, --, --, --
201-636-8766,Kính Vạn Bông 1,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC 50 TK,286-349-7958, --, --, --
390-934-3413,Account_6_14:22,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
951-347-8545,Xi-50,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,125-244-4190, --, --, --
503-980-8262,Account_51_09:33,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
897-038-5442,Xuân tóc đỏ - T11 - 86,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
611-410-0392,Account_7_11:35,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,HIT 1,680-505-0931, --, --, --
558-902-0050,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC MRBEO2,493-356-2599, --, --, --
252-981-0372,US_USD 16,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 9,166-768-3313, --, --, --
627-689-0443,60 DAT17,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,LIE 232 Hùng + Phúc 60% tín mới,189-877-5696, --, --, --
221-122-8460,MY 21,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,381-205-7317, --, --, --
795-153-5950,XN-58,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 3,132-562-2495, --, --, --
533-598-5586,CKLT_47,Chưa bắt đầu,Không có,USD,"0,52","US$0,52", --,MCC_US_USD 6,112-880-6144, --, --, --
507-140-6956,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCCmrbeo1,401-832-6891, --, --, --
535-755-2286,CKLT_49,Chưa bắt đầu,Không có,USD,"0,54","US$0,54", --,MCC_US_USD 6,112-880-6144, --, --, --
699-475-8456,XuanHai-07,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 4,147-610-6142, --, --, --
133-144-9901,US_USD,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 1,374-402-1731, --, --, --
806-221-7896,Account_8_11:35,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,ANTAY 1,252-804-6637, --, --, --
502-294-3588,CKLT_08,Chưa bắt đầu,Không có,USD,"3,04","US$3,04", --,MCC_US_USD 6,112-880-6144, --, --, --
539-811-0547,Aspire 0012,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC BALAU,729-195-3348, --, --, --
891-584-9731,Xuân tóc đỏ - T11 - 77,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,MCC_US_USD 2,130-716-7150, --, --, --
173-520-4437,US_USD Van 86,Chưa bắt đầu,Không có,USD,"3,02","US$3,02", --,MCC_US_USD 1,105-318-6986, --, --, --
817-142-9282,Account_15/11 DA9,Chưa bắt đầu,Không có,USD,"0,00","US$0,00", --,TIM 3,732-120-1972, --, --, --
416-979-2172,US_USD-HUNG,Chưa bắt đầu,Không có,USD,"0,70","US$0,70", --,MCC_US_USD 5 Hùng 60% XTĐ,112-636-5291, --, --, --
